(11,27,94,9501,6,0,0,0,0,0,0,0),
(11,27,618,8903,6,0,0,0,3457,0,0,0),
(11,27,89,8901,6,180,0,0,0,0,0,0),
(11,27,0,0,6,0,1,0,0,0,0,0),
(11,27,89,8902,6,0,0,0,3475,0,0,0),
(11,27,94,9401,6,0,0,0,0,0,0,0),
(11,27,85,8404,6,0,0,0,0,0,0,0),
(11,27,91,9105,6,0,0,0,0,0,0,0),
(11,27,89,8901,6,0,2,0,0,0,0,0),
(11,27,91,9103,6,0,0,0,0,0,0,0),
(11,27,84,8401,6,0,0,0,0,0,0,0),
(11,27,85,8502,6,0,0,0,0,0,0,0),
(11,27,86,61002,6,0,0,0,6884,0,0,0),
(11,27,87,0,6,180,0,0,0,0,0,0),
(11,27,89,8906,6,0,0,0,0,0,0,0),
(11,27,90,9001,6,0,0,0,0,0,0,0),
(11,27,91,0,6,201,0,0,0,0,0,0),
(11,27,91,9103,6,0,1,0,6958,0,0,0),
(11,27,92,9201,6,0,0,0,0,0,0,0),
(11,27,94,9401,6,0,0,0,9330,0,0,0),
(11,27,94,9402,6,0,0,0,0,0,0,0),
(11,27,94,9501,6,0,0,0,0,9675,0,0),
(11,27,0,0,6,201,0,0,0,0,0,0),
(11,27,611,0,6,0,1,0,0,0,0,0),
(11,27,611,61101,6,0,0,0,0,0,0,0),
(11,27,611,61103,6,0,0,0,6836,0,0,0),
(11,27,613,61303,6,0,0,0,6781,0,0,0),
(11,27,613,8703,6,0,0,0,3501,0,0,0),
(11,27,618,8903,6,180,0,0,0,0,0,0),
(11,27,627,62704,6,0,0,0,9323,0,0,0),
(11,27,627,9703,6,0,0,0,0,0,0,0),
(11,27,627,9703,6,0,1,0,9296,0,0,0),
(11,27,84,8402,6,0,0,0,0,0,0,0),
(11,27,84,8402,6,180,0,0,0,12723,0,0),
(11,27,85,60906,6,0,0,0,7043,0,0,0),
(11,27,85,8403,6,0,0,0,0,0,0,0),
(11,27,85,8403,6,0,0,0,6981,0,0,0),
(11,27,85,8403,6,0,1,0,9406,0,0,0),
(11,27,85,8404,6,0,0,0,7040,0,0,0),
(11,27,86,61004,6,0,0,0,6887,0,0,0),
(11,27,86,61006,6,180,0,0,0,0,2583,0),
(11,27,86,61006,6,0,0,0,9326,0,0,0),
(11,27,86,8603,6,0,0,0,6894,0,0,0),
(11,27,86,8604,6,0,0,0,6668,0,0,0),
(11,27,87,61203,6,0,1,0,9270,0,0,0),
(11,27,87,8701,6,0,0,0,6826,0,0,0),
(11,27,88,8801,6,0,0,0,3121,0,0,0),
(11,27,88,8804,6,201,0,0,7014,0,0,0),
(11,27,89,8901,6,0,0,0,0,0,0,0),
(11,27,89,8901,6,180,0,0,0,0,2583,0),
(11,27,89,8901,6,180,0,0,0,0,295,0),
(11,27,89,8901,6,201,0,0,0,0,0,0),
(11,27,89,8901,6,0,0,0,0,9676,0,0),
(11,27,89,8901,6,0,0,0,3122,0,0,0),
(11,27,91,9101,6,0,0,0,0,13015,0,0),
(11,27,91,9103,6,180,0,0,0,12926,0,0),
(11,27,91,9103,6,0,3,0,6958,0,0,0),
(11,27,91,9104,6,0,0,0,6903,0,0,0),
(11,27,92,9203,6,0,1,0,9312,0,0,0),
